gender,department,department_name,division,assignment_category,employee_position_title,date_first_hired,year_first_hired,current_annual_salary
M,FRS,Fire and Rescue Services,Station 30,Fulltime-Regular,Firefighter/Rescuer II,01/14/2013,2013,54730.0
M,DLC,Department of Liquor Control,Wheaton,Fulltime-Regular,Liquor Store Assistant Manager,09/18/1998,1998,71472.15
F,HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,03/26/2012,2012,54644.19
F,CUS,Community Use of Public Facilities,Scheduling Team,Fulltime-Regular,Program Specialist II,05/19/2014,2014,66100.63
F,CEC,Community Engagement Cluster,Bethesda Urban District,Fulltime-Regular,Program Specialist II,10/29/1984,1984,86673.48
F,HCA,Department of Housing and Community Affairs,Housing Code Enforcement,Fulltime-Regular,Housing Code Inspector III,04/17/2000,2000,93396.0
F,POL,Department of Police,ISB Major Crimes Division Victim Witness Assistance Section,Fulltime-Regular,Client Assistance Specialist,09/17/2001,2001,81066.0
F,DLC,Department of Liquor Control,Seneca Meadows,Parttime-Regular,Liquor Store Clerk I,03/11/1998,1998,36611.38
M,FIN,Department of Finance,Grants Accounting,Fulltime-Regular,Accountant/Auditor III,07/06/1998,1998,93396.0
F,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist III,07/06/2010,2010,57234.14
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,01/07/2013,2013,45049.12
M,DGS,Department of General Services,Fleet Automotive Heavy Equipment,Fulltime-Regular,Mechanic Technician II,03/02/1998,1998,73801.0
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer II,01/28/2013,2013,58455.0
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,08/05/2002,2002,48145.17
F,HHS,Department of Health and Human Services,Infants and Toddlers,Parttime-Regular,Psychologist,07/24/2006,2006,62087.5
F,CEX,Offices of the County Executive,County Executive's Office,Parttime-Regular,Special Assistant to County Executive,04/18/2000,2000,122300.0
F,POL,Department of Police,FSB Special Operations Division Canine Section,Fulltime-Regular,Police Sergeant,12/08/1986,1986,107128.71
M,LIB,Department of Public Libraries,Chevy Chase Library,Parttime-Regular,Library Assistant I,07/23/2006,2006,22425.92
M,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer II (PFC),06/01/2004,2004,65623.0
M,POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Code Enforcement Inspector III,06/06/1988,1988,83497.98
F,OHR,Office of Human Resources,Training and Organizational Development Team,Fulltime-Regular,Human Resources Specialist III,10/30/2006,2006,97374.14
M,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Manager III,02/02/1998,1998,105585.3
F,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Supervisor (Sergeant),05/13/2002,2002,82556.0
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,10/04/1999,1999,51574.16
M,FRS,Fire and Rescue Services,Station 40,Fulltime-Regular,Master Firefighter/Rescuer,01/30/2006,2006,74815.0
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer II,07/16/2012,2012,60501.0
M,LIB,Department of Public Libraries,Gaithersburg Library,Fulltime-Regular,Library Assistant Supervisor,12/20/1982,1982,82687.32
M,CEX,Offices of the County Executive,Chief Administrative Officer's Office,Fulltime-Regular,Director Criminal Justice Coordinating Commission,12/01/1986,1986,159432.0
M,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),05/07/2001,2001,77328.0
M,SHF,Sheriff's Office,Warrant Section,Fulltime-Regular,Deputy Sheriff III,10/31/2005,2005,64854.0
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator Apprentice,04/18/2016,2016,33395.15
F,REC,Department of Recreation,Facilities Division,Fulltime-Regular,Recreation Coordinator,01/24/2016,2016,44753.0
M,DOT,Department of Transportation,Transportation Technical Center,Fulltime-Regular,Transportation Systems Technician I,07/25/2016,2016,40200.0
M,DEP,Department of Environmental Protection,Solid Waste Services Operations,Fulltime-Regular,Program Manager II,04/12/1999,1999,102664.0
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer II,08/12/2013,2013,58455.0
M,FRS,Fire and Rescue Services,Station 10,Fulltime-Regular,Firefighter/Rescuer II,03/27/2006,2006,66813.0
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker II,07/01/2013,2013,62678.97
F,HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Manager III,08/18/2003,2003,119484.51
M,COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,Fulltime-Regular,Correctional Officer II (PFC),11/13/2000,2000,70301.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,11/12/2000,2000,60711.33
F,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,01/04/2016,2016,40631.32
M,PIO,Office of Public Information,MC311,Fulltime-Regular,Customer Service Representative Trainee,03/21/2016,2016,33395.15
M,POL,Department of Police,ISB Major Crimes Division Robbery Section,Fulltime-Regular,Police Sergeant,03/14/1988,1988,107128.71
M,POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,Fulltime-Regular,Information Technology Technician III,11/30/2015,2015,68131.46
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer II,02/24/2014,2014,56478.0
M,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Police Lieutenant,06/13/1994,1994,123902.96
M,FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Firefighter/Rescuer III,01/14/2013,2013,61408.0
F,POL,Department of Police,ISB Major Crimes Division,Fulltime-Regular,Office Services Coordinator,03/05/2007,2007,52447.27
M,HHS,Department of Health and Human Services,Medication Assisted Treatment - Clinical and Vocational Services,Fulltime-Regular,Therapist II,11/22/1993,1993,100849.36
F,POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Program Specialist I,12/16/2013,2013,49618.44
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,10/07/2003,2003,44942.21
M,HCA,Department of Housing and Community Affairs,Housing Code Enforcement,Fulltime-Regular,Program Manager I,04/24/2000,2000,93396.0
M,HHS,Department of Health and Human Services,Budget Team,Fulltime-Regular,Manager III,01/09/1994,1994,100236.24
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,08/08/2016,2016,39257.0
F,POL,Department of Police,PSB 3rd District Station,Fulltime-Regular,Police Lieutenant,08/07/1989,1989,123902.96
F,DGS,Department of General Services,Facilities,Fulltime-Regular,Office Services Coordinator,12/26/1989,1989,69222.18
F,CAT,County Attorney's Office,Insurance Defense Litigation,Fulltime-Regular,Assistant County Attorney III,10/23/2000,2000,121416.37
M,HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,Fulltime-Regular,Environmental Health Specialist III,01/13/2014,2014,64059.78
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,District Supervisor,11/02/1998,1998,82378.23
F,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,03/02/2008,2008,48258.81
M,FRS,Fire and Rescue Services,Property and Supply,Fulltime-Regular,Fire/Rescue Assistant Chief,06/13/1988,1988,149529.08
M,DTS,Department of Technology Services,ETSD Radio Communications Services,Fulltime-Regular,Senior Information Technology Specialist,08/03/1987,1987,120768.0
F,HHS,Department of Health and Human Services,Child and Adolescent Mental Health Clinic Services,Fulltime-Regular,Therapist I,08/24/2015,2015,58360.55
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,10/05/1987,1987,26208.35
F,HHS,Department of Health and Human Services,Emergency Housing Assistance,Parttime-Regular,Social Worker II,06/17/1991,1991,57718.73
M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,04/11/1994,1994,66065.23
M,DLC,Department of Liquor Control,"Licensure, Regulation and Education",Fulltime-Regular,Alcohol/Tobacco Enforcement Specialist II,03/31/2008,2008,78668.24
F,COR,Correction and Rehabilitation,DS Food Services,Fulltime-Regular,Correctional Dietary Officer II,03/17/2003,2003,62482.02
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,02/09/2004,2004,73247.45
F,COR,Correction and Rehabilitation,DS Food Services,Fulltime-Regular,Correctional Dietary Supervisor,07/03/2000,2000,84772.39
M,DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Master Plumber,03/26/2001,2001,84974.0
M,OMB,Office of Management and Budget,Capital Budget Management,Fulltime-Regular,Senior Management and Budget Specialist,01/23/2006,2006,102572.65
M,DPS,Department of Permitting Services,Fire Code Compliance,Fulltime-Regular,Permitting and Code Enforcement Inspector III,05/05/2014,2014,79913.17
F,DPS,Department of Permitting Services,Zoning,Fulltime-Regular,Senior Permitting Services Specialist,02/06/2006,2006,89921.79
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,01/14/2008,2008,68054.0
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker I,08/08/2016,2016,51394.0
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,02/25/2013,2013,43525.72
M,POL,Department of Police,FSB Special Operations Division,Fulltime-Regular,Police Sergeant,08/04/1997,1997,103506.0
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,08/08/2016,2016,39257.0
F,SHF,Sheriff's Office,Administration,Fulltime-Regular,Senior Executive Administrative Aide,07/09/1990,1990,75277.02
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,08/16/2010,2010,18416.04
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,03/07/2008,2008,48722.98
M,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),10/15/2007,2007,62903.0
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,10/02/2000,2000,24134.31
F,HHS,Department of Health and Human Services,Chief Operating Officer,Fulltime-Regular,Management and Budget Specialist III,10/30/2006,2006,81041.66
F,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer II,01/28/2013,2013,58455.0
M,FRS,Fire and Rescue Services,Station 26,Fulltime-Regular,Firefighter/Rescuer II,03/10/2014,2014,50910.0
F,COR,Correction and Rehabilitation,DS MCCF Educational Services,Fulltime-Regular,Program Manager I,05/01/1994,1994,96197.88
F,HHS,Department of Health and Human Services,Public Health Emergency Preparedness and Response Program,Fulltime-Regular,Office Services Coordinator,09/12/1988,1988,69222.18
M,DLC,Department of Liquor Control,Stock Liquor and Wine Warehouse Operations,Fulltime-Regular,Supply Technician II,08/05/2001,2001,46068.92
M,SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff III,08/31/1998,1998,85405.0
M,POL,Department of Police,MSB Management and Budget Division Fleet Management Section,Fulltime-Regular,Administrative Specialist II,11/25/2002,2002,84974.0
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,10/31/2005,2005,41953.24
M,DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Information Technology Specialist III,01/26/2015,2015,79573.39
M,FRS,Fire and Rescue Services,Station 2,Fulltime-Regular,Master Firefighter/Rescuer,09/04/2001,2001,88859.0
M,FRS,Fire and Rescue Services,Station 6,Fulltime-Regular,Firefighter/Rescuer II,09/04/2007,2007,62585.0
F,HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,12/17/2007,2007,56306.54
F,HHS,Department of Health and Human Services,Infants and Toddlers,Fulltime-Regular,Program Aide,11/04/2013,2013,42118.95
M,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist II,09/22/2014,2014,48571.6
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Equipment Maintenance Crew Chief,12/27/2005,2005,78751.79
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,07/28/2014,2014,36797.13
M,SHF,Sheriff's Office,Courthouse Security,Fulltime-Regular,Deputy Sheriff Lieutenant,05/08/1988,1988,106448.44
M,DOT,Department of Transportation,Transportation Management,Fulltime-Regular,Traffic Management Technician I,12/14/2015,2015,40631.32
M,FRS,Fire and Rescue Services,Station 31,Fulltime-Regular,Firefighter/Rescuer III,03/27/2006,2006,70052.0
F,POL,Department of Police,PSB 1st District Station,Fulltime-Regular,Police District Station Assistant,07/09/1996,1996,71945.68
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer I,07/17/2006,2006,63887.0
M,HHS,Department of Health and Human Services,Emergency Housing Assistance,Fulltime-Regular,Social Worker III,07/10/2006,2006,75330.17
F,FIN,Department of Finance,Accounts Receivable,Fulltime-Regular,Program Specialist II,01/12/2015,2015,52285.02
M,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Emergency Communications Supervisor,07/06/2009,2009,62958.95
M,HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,Fulltime-Regular,Environmental Health Specialist III,10/01/2007,2007,91248.21
M,POL,Department of Police,PSB 3rd District Special Assignment Team,Fulltime-Regular,Police Officer III,01/18/2005,2005,75453.0
F,POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,Fulltime-Regular,Police Officer III,07/17/2006,2006,72902.0
F,SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff III,07/21/2003,2003,77029.0
F,HHS,Department of Health and Human Services,Adult Protective and Case Management Services,Fulltime-Regular,Social Worker IV,11/19/1989,1989,104717.28
F,HHS,Department of Health and Human Services,STD and HIV Services,Fulltime-Regular,Nurse Practitioner,12/21/1992,1992,110886.71
F,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,09/28/2015,2015,40631.32
M,DPS,Department of Permitting Services,Land Development Permit Processing,Parttime-Regular,Office Clerk,08/22/2016,2016,14976.0
M,SHF,Sheriff's Office,Administration,Fulltime-Regular,Deputy Sheriff Candidate,02/09/2015,2015,47693.0
F,DLC,Department of Liquor Control,Goshen Crossing,Parttime-Regular,Liquor Store Clerk I,06/29/2015,2015,28772.17
